TypeDescription,Score,Grade,Latitude,Longitude
FOOD SERVICE,99,A,38.3059,-85.5774
FOOD SERVICE,96,A,38.1006,-85.871
PRE-PACKAGED RETAIL,100,,38.3163,-85.5731
FOOD SERVICE,91,A,38.2964,-85.5547
FOOD SERVICE,98,A,38.2894,-85.5151
RETAIL BAKERY,100,,38.2537,-85.6677
FOOD SERVICE,100,,38.154,-85.4155
FOOD SERVICE,98,A,38.2526,-85.6534
FOOD SERVICE,98,A,38.166,-85.7043
FOOD SERVICE,96,A,38.1148,-85.394
FOOD SERVICE,100,A,38.1266,-85.7832
FOOD SERVICE COMMISSARY,98,A,38.2338,-85.943
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2241,-85.6748
FOOD SERVICE,96,A,38.1951,-85.7383
STATIONARY RESTRICTED CONCESSON,100,,38.1951,-85.7383
STATIONARY RESTRICTED CONCESSON,99,,38.1951,-85.7383
FOOD SERVICE,100,A,38.1991,-85.7415
PRE-PACKAGED RETAIL,,,38.3009,-85.5445
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.2057,-85.7513
PRE-PACKAGED RETAIL,97,,38.1217,-85.8035
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.3053,-85.5752
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.3053,-85.5752
FOOD SERVICE,,,38.2874,-85.578
FOOD SERVICE,,,38.2874,-85.578
FOOD SERVICE,,,38.2872,-85.5745
FOOD SERVICE,99,A,38.2279,-85.7801
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2532,-85.784
RETAIL WITH LIMITED SERVICE,98,,38.2398,-85.7826
FOOD SERVICE,96,A,38.136,-85.6845
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.3397,-85.62
FOOD SERVICE,99,A,38.2856,-85.5786
FOOD SERVICE,100,A,38.2309,-85.6406
FOOD SERVICE,98,A,38.2524,-85.6456
FOOD SERVICE,100,A,38.1978,-85.5618
FOOD SERVICE,97,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2111,-85.6406
FOOD SERVICE,86,C,38.2964,-85.5547
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1818,-85.7673
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1811,-85.7658
PRE-PACKAGED RETAIL,98,,38.1272,-85.7894
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.791,-85.8827
FOOD SERVICE,95,C,38.2093,-85.6395
FOOD SERVICE,100,,38.2601,-85.7077
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.3013,-85.4994
FOOD SERVICE,98,A,38.2299,-85.7036
FOOD SERVICE,94,A,38.2647,-85.7916
FOOD SERVICE,93,A,38.3444,-85.6174
FOOD SERVICE,94,A,38.2328,-85.7111
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,0,0
FOOD SERVICE,,,38.2541,-85.6752
FOOD SERVICE,94,A,38.2517,-85.7577
FOOD SERVICE,99,A,38.2547,-85.7465
FOOD SERVICE,100,A,38.2546,-85.6874
FOOD SERVICE,,,38.2171,-85.5862
FOOD SERVICE,,,38.2569,-85.7169
FOOD SERVICE,92,A,38.2569,-85.7524
FOOD SERVICE,99,A,38.2521,-85.6609
FOOD SERVICE,100,A,38.2794,-85.6772
FOOD SERVICE,100,A,38.226,-85.5757
FOOD SERVICE,100,A,38.2282,0
FOOD SERVICE,97,A,38.2246,-85.6944
FOOD SERVICE,,,38.1033,-85.86891
FOOD SERVICE COMMISSARY,100,A,38.2532,-85.7817
FOOD SERVICE COMMISSARY,96,A,38.2532,-85.7817
FOOD SERVICE,99,A,38.2403,-85.7311
FOOD SERVICE,98,A,38.2404,-85.7307
FOOD SERVICE,100,A,38.221,-85.6313
FOOD SERVICE,100,A,38.2253,-85.5885
FOOD SERVICE,97,A,38.2196,-85.5842
FOOD SERVICE,95,A,38.215,-85.743
PRE-PACKAGED RETAIL,99,,38.2185,-85.747
FOOD SERVICE,100,A,38.2552,-85.7583
FOOD SERVICE,98,,38.2448,-85.7848
FOOD SERVICE COMMISSARY,100,,38.2532,-85.7816
FOOD SERVICE,99,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,99,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,99,A,38.1682,-85.6838
FOOD SERVICE,96,A,38.2392,-85.7581
"RETAIL-FOOD  10,001 SQ FT OR OVER",94,,38.1993,-85.6675
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.1884,-85.6078
FOOD SERVICE (HOSPITAL / NURSING HOME,,,38.2273,-85.6944
FOOD SERVICE,90,A,38.1431,-85.839
FOOD SERVICE COMMISSARY,87,A,38.19151,-85.7383
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1718,-85.8061
PRE-PACKAGED RETAIL,,,38.2621,-85.8137
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2055,-85.7651
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1519,-85.5469
FOOD SERVICE,98,A,38.1513,-85.5499
FOOD SERVICE,99,A,38.1513,-85.5874
FOOD SERVICE,98,,38.2539,-85.6709
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1851,-85.6394
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.2506,-85.6091
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2457,-85.5739
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1851,-85.6394
FOOD SERVICE,98,A,38.192,-85.7427
FOOD SERVICE,94,A,38.1986,0
FOOD SERVICE,100,A,38.2785,-85.6381
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.2382,-85.5745
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.2382,-85.5745
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2621,-85.8123
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1997,-85.6866
FOOD SERVICE,100,A,38.2288,-85.7016
PRE-PACKAGED RETAIL,98,,38.1403,-85.8881
FOOD SERVICE,,,38.2874,-85.578
SUPERMARKET WITH PROCESSING,88,,38.1963,-85.7956
FOOD SERVICE,94,A,38.248,-85.7538
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1475,-85.6217
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2421,-85.792
FOOD SERVICE,,,38.2521,-85.6609
FOOD SERVICE,92,C,38.2403,-85.7557
FOOD SERVICE,100,A,38.2532,-85.7038
FOOD SERVICE,100,A,38.21,-85.7627
PRE-PACKAGED RETAIL,97,,38.1821,-85.7841
FOOD SERVICE,97,A,38.2161,-85.5382
FOOD SERVICE,100,A,38.29176,-85.5109
FOOD SERVICE,100,A,38.1566,-85.7119
FOOD SERVICE,97,,0,0
FOOD SERVICE,100,,38.1972,-85.7317
FOOD SERVICE,100,,0,0
FOOD SERVICE (HOSPITAL / NURSING HOME,98,A,38.2407,-85.7598
FOOD SERVICE,97,A,38.1961,-85.7886
FOOD SERVICE,100,A,38.2536,-85.7031
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2498,-85.6138
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1948,0
FOOD SERVICE,96,A,38.1847,-85.8547
FOOD SERVICE,99,A,38.1912,-85.6468
FOOD SERVICE,97,A,38.1693,-85.6077
FOOD SERVICE,98,A,38.1559,-85.6131
FOOD SERVICE,97,A,38.3392,-85.6233
FOOD SERVICE,100,A,38.2023,-85.7701
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1579,-85.8333
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1677,-85.6825
PRE-PACKAGED RETAIL,97,,38.1,-85.6817
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1336,-85.7526
RETAIL BAKERY,100,,38.1415,-85.6708
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1815,-85.8153
FOOD SERVICE,98,A,38.1883,-85.5165
FOOD SERVICE,99,A,38.1843,-85.5273
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1815,-85.6261
FOOD SERVICE,96,A,38.2463,-85.7617
FOOD SERVICE,100,A,38.2451,-85.7034
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.2264,-85.7306
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.2203,-85.6356
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,A,38.202,-85.7078
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1769,-85.7101
FOOD SERVICE,100,A,38.2503,-85.6247
FOOD SERVICE,,,38.2934,-85.5581
FOOD SERVICE,100,A,38.2479,-85.6234
FOOD SERVICE,100,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2479,-85.6234
FOOD SERVICE,99,A,38.2907,-85.5106
FOOD SERVICE,100,A,38.3076,-84.5773
CATERERS,97,A,38.25323,-85.78167
FOOD SERVICE,97,A,38.2248,-85.7625
FOOD SERVICE,98,A,38.585,-85.8885
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2358,-85.7511
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2358,-85.7511
FOOD SERVICE,93,A,38.3427,-85.622
FOOD SERVICE,86,A,38.1718,-85.7978
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1791,-85.6239
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2342,-85.7321
FOOD SERVICE,99,A,38.2246,-85.6928
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,A,38.892,0
FOOD SERVICE,98,A,38.2058,-85.7591
FOOD SERVICE,99,A,38.2058,-85.7591
FOOD SERVICE,99,A,38.205,-85.7587
FOOD SERVICE,100,A,38.2058,-85.7591
FOOD SERVICE,100,A,38.2058,-85.7591
FOOD SERVICE,99,A,38.2058,-85.7591
FOOD SERVICE,97,A,38.2058,-85.7591
FOOD SERVICE,100,A,38.2058,-85.7588
FOOD SERVICE,100,A,38.2058,-85.7588
FOOD SERVICE,100,A,38.2058,-85.7588
FOOD SERVICE,100,A,38.2058,-85.7588
FOOD SERVICE,92,A,38.1251,-85.856
FOOD SERVICE,,,38.163,-85.8318
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.3066,-85.11111
FOOD SERVICE,96,A,38.2469,-85.6105
FOOD SERVICE,100,A,38.2141,-85.7507
FOOD SERVICE,100,A,38.2542,-85.7548
FOOD SERVICE,99,A,38.2542,-85.7548
FOOD SERVICE,98,A,38.2338,-85.755
FOOD SERVICE,100,A,38.1258,-85.6797
FOOD SERVICE,97,A,38.2997,-85.5606
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.259,-85.7995
CATERERS,98,A,0,0
FOOD SERVICE,99,A,38.2152,-85.7419
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.2657,-85.5927
FOOD SERVICE,98,A,38.3128,-85.5682
FOOD SERVICE,100,A,38.2763,-85.6982
FOOD SERVICE,,,38.2303,-85.7355
FOOD SERVICE,,,38.1813,-85.816
FOOD SERVICE,,,38.1955,-85.8417
FOOD SERVICE,97,A,38.2557,-85.7153
FOOD SERVICE,99,A,38.1741,-85.7641
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.2381,-85.7964
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1928,-85.6492
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,94,A,38.1532,-85.806
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1649,-85.6802
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2259,-85.5787
FOOD SERVICE,96,A,38.1384,-85.6568
FOOD SERVICE,97,A,38.1844,-85.7406
FOOD SERVICE,100,A,38.1844,-85.7406
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1424,-85.6863
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1086,-85.866
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1026,-85.8692
FOOD SERVICE,98,A,38.2042,-85.7716
FOOD SERVICE,98,A,38.2042,-85.7716
FOOD SERVICE,96,A,38.2239,-85.6874
STATIONARY RESTRICTED CONCESSON,99,,38.2296,-85.6045
FOOD SERVICE,94,A,38.2122,-85.5964
FOOD SERVICE,,,38.2402,-85.7242
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1851,-85.6394
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,B,38.1394,-85.7543
FOOD SERVICE,,,38.2324,-85.6398
FOOD SERVICE,,,38.2407,-85.7249
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1178,-85.6895
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.2477,-85.7762
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2477,-85.7762
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.2883,-85.5761
FOOD SERVICE,100,A,38.2582,-85.7192
FOOD SERVICE,98,A,38.2543,-85.7481
RETAIL WITH LIMITED SERVICE,100,,38.1787,-85.7641
FOOD SERVICE,98,A,38.144,-85.4518
FOOD SERVICE COMMISSARY,,,38.149,-85.7578
FOOD SERVICE,,,38.227,-85.7422
FOOD SERVICE,,,38.2458,-85.7393
FOOD SERVICE,96,A,38.2412,-85.7785
FOOD SERVICE,98,A,38.3408,-85.6199
FOOD SERVICE,99,A,38.1432,-85.6236
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1356,-85.614
PRE-PACKAGED RETAIL,96,,38.1972,-85.6291
FOOD SERVICE (HOSPITAL / NURSING HOME,95,A,38.2294,-85.7116
FOOD SERVICE,100,A,38.2537,-85.6522
STATIONARY RESTRICTED CONCESSON,100,,38.2863,-85.5582
FOOD SERVICE,95,A,38.2891,-85.5144
FOOD SERVICE,91,A,38.2257,-85.5759
FOOD SERVICE,99,A,38.2253,-85.6321
FOOD SERVICE,99,A,38.2058,-85.7591
STATIONARY RESTRICTED CONCESSON,99,,38.2042,-85.7569
FOOD SERVICE,97,A,37.1852,-85.7006
FOOD SERVICE,100,A,38.2954,-85.5554
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1205,-85.6775
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1726,-85.8251
FOOD SERVICE,98,A,38.1235,-85.6148
FOOD SERVICE,100,A,38.195,-85.6507
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.1541,-85.5892
FOOD SERVICE,100,A,38.2585,-85.6368
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2319,-85.7115
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2295,-85.7055
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2432,-85.7232
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,91,A,38.244,-85.7481
FOOD SERVICE,100,A,38.2628,-85.7129
FOOD SERVICE,,,38.142,-85.431
FOOD SERVICE,99,A,38.2345,-85.7608
FOOD SERVICE,,,38.2361,-85.7167
FOOD SERVICE,,,38.2145,-85.7966
FOOD SERVICE,100,A,38.2534,-85.6522
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1743,-85.8307
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.2833,-85.6284
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2177,-85.5983
FOOD SERVICE,100,A,38.3397,-85.6235
FOOD SERVICE,98,A,38.2208,-85.7614
FOOD SERVICE,98,A,38.2544,-85.7401
FOOD SERVICE,97,A,38.3408,-85.6199
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2637,-85.816
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2744,-85.8033
FOOD SERVICE,99,A,38.1999,-85.684
FOOD SERVICE,100,A,38.1879,-85.5193
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2557,-85.7153
"RETAIL-FOOD  10,001 SQ FT OR OVER",95,A,38.2025,-85.7614
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1844,-85.7406
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.3094,-85.5743
FOOD SERVICE,100,A,38.3143,-85.5744
FOOD SERVICE,100,A,38.2242,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1024,-85.8691
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.196,-85.7749
FOOD SERVICE,95,A,38.1379,-85.6696
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2079,-85.826
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,,38.2079,-85.8252
FOOD SERVICE,100,A,38.1882,-85.8125
FOOD SERVICE,,,38.1978,-85.7322
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2522,-85.6601
FOOD SERVICE,100,A,38.1771,-85.7913
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2078,-85.775
PRE-PACKAGED RETAIL,92,,38.26,-85.7938
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.296,-85.6021
FOOD SERVICE,96,A,38.1741,-85.7668
FOOD SERVICE,95,A,0,0
FOOD SERVICE,99,A,38.2886,-85.5119
FOOD SERVICE,95,A,38.2673,-85.6607
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2277,-85.7754
FOOD SERVICE (HOSPITAL / NURSING HOME,98,A,38.2187,-85.709
FOOD SERVICE,94,A,38.2003,-85.6867
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2047,-85.6808
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2608,-85.7808
FOOD SERVICE,96,A,38.2492,-85.7584
FOOD SERVICE,100,A,38.2379,-85.5764
FOOD SERVICE,96,A,38.1942,-85.5651
FOOD SERVICE,100,A,38.2525,-85.6529
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1546,-85.659
FOOD SERVICE,100,A,38.2003,-86.7407
FOOD SERVICE,100,A,38.302,-85.5578
FOOD SERVICE,95,A,38.2499,-85.7945
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2492,-85.68
PRE-PACKAGED RETAIL,100,,38.1989,-85.7418
FOOD SERVICE,99,A,38.1967,-85.739
FOOD SERVICE,100,A,38.2003,-85.7407
FOOD SERVICE,100,A,38.2003,-85.7407
FOOD SERVICE,,,38.2147,-85.6754
FOOD SERVICE,100,A,38.25,-85.7378
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2149,-85.7531
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2149,-85.7531
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2554,-85.7217
FOOD SERVICE,97,A,38.2345,-85.7369
FOOD SERVICE,99,A,38.2276,-85.7354
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.2047,-85.5809
FOOD SERVICE,98,A,38.2469,0
FOOD SERVICE,96,A,38.1574,-85.7112
FOOD SERVICE,100,A,38.3012,-85.5447
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2078,-85.7649
FOOD SERVICE,99,A,38.1715,-85.8703
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1735,-85.8704
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.216,-85.5397
FOOD SERVICE,99,A,38.2131,-85.5882
FOOD SERVICE,96,,38.147,-85.7751
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2244,-85.8093
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,90,A,38.1943,-85.8019
FOOD SERVICE,,,38.1415,-85.6708
FOOD SERVICE,100,A,38.2524,-85.6359
FOOD SERVICE,100,A,38.252,-85.7545
PRE-PACKAGED RETAIL,98,,38.1612,-85.6961
PRE-PACKAGED RETAIL,100,,38.1568,-85.6957
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1708,-85.602
FOOD SERVICE,100,A,38.149,-85.454
"RETAIL-FOOD  10,000 SQ FT OR LESS",91,,38.2477,-85.7762
FOOD SERVICE,96,A,38.2451,-85.7648
PRE-PACKAGED RETAIL,,,38.1023,-85.8664
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1569,-85.8421
FOOD SERVICE,,,38.2357,-85.7155
FOOD SERVICE,,,38.14,-85.384
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2033,-85.6415
FOOD SERVICE,97,A,38.1292,-85.5763
FOOD SERVICE,100,A,38.2363,-85.7739
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2141,-85.6878
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.3243,-85.5653
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2052,-85.7502
FOOD SERVICE,96,A,38.2135,-85.7556
SUPERMARKET WITH PROCESSING,98,,38.1635,-85.6784
FOOD SERVICE,,,38.2504,-85.6233
FOOD SERVICE,,,38.2569,-85.7524
FOOD SERVICE,93,A,38.2147,-85.5908
FOOD SERVICE,100,A,38.2266,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1268,-85.7754
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1268,-85.7754
FOOD SERVICE COMMISSARY,95,A,38.25,-85.728
CATERERS,94,A,38.2497,-85.7285
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.2488,-85.7801
PRE-PACKAGED RETAIL,93,,38.1963,-85.8396
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1825,-85.8618
FOOD SERVICE (HOSPITAL / NURSING HOME,,,38.1135,-85.8145
FOOD SERVICE,97,A,38.2546,-85.7401
FOOD SERVICE,100,A,38.1712,-85.6851
FOOD SERVICE,96,A,38.1221,-85.855
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1933,-85.8093
FOOD SERVICE,100,A,38.2497,-85.787
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.1496,-85.695
FOOD SERVICE,98,A,38.1496,-85.695
FOOD SERVICE,95,A,38.3008,-85.5492
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1985,-85.8103
FOOD SERVICE,97,A,38.1017,-85.867
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.871,-85.6668
FOOD SERVICE,87,A,38.892,-85.692
FOOD SERVICE,,,38.158,-85.6606
FOOD SERVICE,,,38.2208,-85.7614
STATIONARY RESTRICTED CONCESSON,,,38.1951,-85.7383
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,,38.1138,-85.6903
FOOD SERVICE,91,A,38.2412,-85.5768
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1657,-85.6009
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1657,-85.6009
FOOD SERVICE,98,A,38.1527,-85.5886
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.1462,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.4443,-85.3268
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,,38.2341,-85.7504
FOOD SERVICE,98,A,38.2018,-85.7105
FOOD SERVICE,95,A,38.1894,-85.6866
FOOD SERVICE,,,38.2412,-85.5768
FOOD SERVICE,94,A,38.2348,-85.7556
FOOD SERVICE,96,A,38.2644,0
FOOD SERVICE,98,A,38.2574,-85.7635
FOOD SERVICE,100,A,38.257,-85.7824
FOOD SERVICE,100,A,38.2592,-85.7555
FOOD SERVICE,100,A,38.1972,-85.6032
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2205,-85.5838
FOOD SERVICE,85,C,0,0
FOOD SERVICE,,,38.105,-85.7586
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.196,-85.5953
FOOD SERVICE,100,A,38.1261,-85.6816
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,A,38.2463,-85.7569
FOOD SERVICE (HOSPITAL / NURSING HOME,95,A,38.2354,-85.7583
FOOD SERVICE,100,,38.2322,-85.6482
FOOD SERVICE,94,A,38.2544,-85.7086
FOOD SERVICE,96,A,38.2565,-85.6499
FOOD SERVICE,83,C,38.1743,-85.767
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.3155,-85.5619
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.1066,0
FOOD SERVICE,93,A,38.1657,-85.8326
FOOD SERVICE,100,A,38.1199,-85.8438
FOOD SERVICE,96,A,38.1152,-85.8601
FOOD SERVICE,95,A,38.2123,-85.7414
FOOD SERVICE,,,38.2526,-85.6511
FOOD SERVICE,96,A,38.251,-85.6265
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1564,-85.5612
FOOD SERVICE,94,A,38.2332,-85.9731
FOOD SERVICE,95,A,38.2238,-85.6937
FOOD SERVICE,,,38.1955,-85.8417
FOOD SERVICE,,,38.168,-85.6049
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,,,38.1491,-85.811
FOOD SERVICE,100,A,38.1375,-85.6718
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2021,-85.411
PRE-PACKAGED RETAIL,100,,38.266,-85.6665
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.1677,-85.8259
"RETAIL-FOOD  10,000 SQ FT OR LESS",87,,38.1174,-85.6779
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.2031,-85.8331
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2031,-85.8331
FOOD SERVICE,96,A,38.2541,-85.6749
FOOD SERVICE,94,A,38.2102,-85.6415
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.112,-85.7516
FOOD SERVICE,100,A,38.1861,-85.7416
RETAIL WITH LIMITED SERVICE,100,,38.2518,-85.7976
FOOD SERVICE,,,0,0
FOOD SERVICE,100,A,38.2534,-85.7571
FOOD SERVICE,100,A,38.2257,-85.5821
FOOD SERVICE,100,,38.1453,-85.6263
CATERERS,100,A,38.2504,-85.7167
PRE-PACKAGED RETAIL,99,,38.2509,-85.6368
FOOD SERVICE,90,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1492,-85.7765
FOOD SERVICE,97,A,39.152,-85.7651
FOOD SERVICE,100,A,38.889,-85.6691
FOOD SERVICE,98,A,38.2178,-85.7556
FOOD SERVICE,90,A,38.2371,-85.729
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2205,-85.6292
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2205,-85.6292
"RETAIL-FOOD  10,000 SQ FT OR LESS",91,,38.2277,-85.7754
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2071,-85.6487
FOOD SERVICE,96,A,38.2315,-85.566
FOOD SERVICE,99,A,38.233,-85.636
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2594,-85.7963
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.3059,-85.523
FOOD SERVICE,100,A,38.3053,-85.5752
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,,38.3053,-85.5752
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1119,-85.8608
FOOD SERVICE,96,A,38.1655,-85.6804
RETAIL WITH LIMITED SERVICE,100,,38.2023,-85.6564
PRE-PACKAGED RETAIL,98,,38.1517,-85.5912
FOOD SERVICE,100,A,38.1524,-85.5884
FOOD SERVICE,98,A,38.2348,-85.7177
